reference,transfer_to_source,status,payment_method_code,updated_at
hnsf-jrbh,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:23:27
y8gm-epbt,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:23:27
szfm-in7w,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:23:27
wfn1-axgm,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:23:27
av74-5ybq,False,canceled,yemekpay_creditcard,2024-05-05 13:23:33
dkpf-lpsl,False,canceled,yemekpay_creditcard,2024-05-05 13:23:52
juei-ooe1,False,canceled,yemekpay_creditcard,2024-05-05 13:23:54
px9b-gvnm,False,canceled,yemekpay_creditcard,2024-05-05 13:23:55
fi65-fev9,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:23:57
v6xn-k7yf,False,canceled,yemekpay_creditcard,2024-05-05 13:24:05
ok96-jsbj,False,canceled,yemekpay_creditcard,2024-05-05 13:24:06
pzsr-hq8y,False,canceled,yemekpay_creditcard,2024-05-05 13:24:06
j4uj-zyd6,False,canceled,yemekpay_creditcard,2024-05-05 13:24:10
f2ax-4h6y,False,canceled,yemekpay_creditcard,2024-05-05 13:24:13
asam-4hwq,False,canceled,yemekpay_creditcard,2024-05-05 13:24:14
wjpt-y5k0,False,canceled,yemekpay_creditcard,2024-05-05 13:24:27
ak90-hj5l,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:24:27
cygf-1pua,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:24:27
xvr3-j7ri,False,canceled,yemekpay_creditcard,2024-05-05 13:24:38
s7y9-xhpp,False,canceled,yemekpay_creditcard,2024-05-05 13:24:43
pn0o-id3c,False,canceled,yemekpay_creditcard,2024-05-05 13:24:43
b038-ar99,False,canceled,yemekpay_creditcard,2024-05-05 13:24:51
dr2h-wmyl,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:24:57
